id,pres1_jenjang,pres2_jenjang,pres3_jenjang,juara_pres1,juara_pres2,juara_pres3
28777,Internasional,,,Juara 1,,
28778,,,,,,
28780,Kabupaten/Kota,,,,,
28782,,,,,,
28783,Nasional,Nasional,,,,
28784,Internasional,Nasional,Propinsi,,Medali Emas,Juara 3
28785,Kabupaten/Kota,,,,,
28786,,,,,,
28787,,,,,,
28789,,,,,,
28790,Nasional,Nasional,Propinsi,Juara 2,Juara 1,Juara 1
28791,Nasional,,,Juara 2,,
28792,Nasional,Nasional,Nasional,,,Medali Emas
28794,,,,,,
28796,,,,,,
28797,,,,,,
28798,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,Medali Emas
28799,,,,,,
28800,Nasional,Nasional,,Medali Perak,,
28801,Nasional,Nasional,Propinsi,Medali Perak,Juara 3,Juara 3
28802,,,,,,
28803,Kabupaten/Kota,,,Juara 2,,
28804,Nasional,,,,,
28805,,,,,,
28806,,,,,,
28808,,,,,,
28809,Kabupaten/Kota,Propinsi,Nasional,Juara 1,Juara 1,Medali Emas
28810,Nasional,Propinsi,Propinsi,Juara 1,,
28811,,,,,,
28812,Nasional,Nasional,Propinsi,Juara 3,Juara 2,
28813,Nasional,Nasional,Nasional,,,
28815,,,,,,
28816,,,,,,
28818,Nasional,,,,,
28821,Nasional,Nasional,Nasional,Medali Perak,Medali Perunggu,
28822,,,,,,
28824,,,,,,
28825,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 2,Juara 2,Medali Perunggu
28826,,,,,,
28827,,,,,,
28828,Propinsi,,,Juara 2,,
28830,Nasional,Kabupaten/Kota,,,Juara 2,
28832,,,,,,
28833,Nasional,,,,,
28835,,,,,,
28836,Nasional,Nasional,Nasional,Juara 1,,Juara 2
28837,Nasional,,,,,
28838,Nasional,Propinsi,,,,
28839,Nasional,Nasional,Nasional,,,
28840,,,,,,
28841,,,,,,
28842,,,,,,
28843,,,,,,
28844,,,,,,
28845,,,,,,
28846,,,,,,
28847,Internasional,,,,,
28849,Nasional,,,,,
28850,Nasional,Propinsi,,,,
28851,,,,,,
28852,,,,,,
28854,,,,,,
28857,,,,,,
28858,,,,,,
28859,Nasional,Nasional,Kabupaten/Kota,,,Juara 1
28860,,,,,,
28861,,,,,,
28863,,,,,,
28865,Internasional,Internasional,Nasional,Medali Perak,Medali Perunggu,Medali Perunggu
28866,,,,,,
28869,Nasional,Propinsi,Nasional,,,
28870,Propinsi,,,,,
28872,Nasional,Nasional,Nasional,,,
28874,,,,,,
28875,,,,,,
28878,,,,,,
28879,Kabupaten/Kota,Kabupaten/Kota,,,,
28880,,,,,,
28881,,,,,,
28882,Nasional,Nasional,Nasional,,,
28883,Kabupaten/Kota,,,Juara 2,,
28884,Nasional,Nasional,,,,
28885,,,,,,
28888,Nasional,Kabupaten/Kota,,,,
28890,Nasional,Nasional,,,,
28891,Internasional,Nasional,Nasional,,,
28892,Nasional,Propinsi,Nasional,Juara 1,Juara 2,Juara 3
28893,,,,,,
28894,Nasional,,,Juara 3,,
28895,,,,,,
28897,Kabupaten/Kota,,,Juara 1,,
28900,,,,,,
28901,,,,,,
28902,Nasional,Nasional,Nasional,Medali Emas,,Medali Perunggu
28903,Nasional,Nasional,Nasional,,,
28904,Kabupaten/Kota,,,Juara 2,,
28905,Nasional,Nasional,Nasional,,,
28907,,,,,,
28908,,,,,,
28912,Nasional,,,,,
28913,Propinsi,Propinsi,Nasional,Juara 3,Juara 2,
28914,,,,,,
28915,Propinsi,Kabupaten/Kota,Nasional,Juara 2,Juara 2,
28916,,,,,,
28917,,,,,,
28918,,,,,,
28919,,,,,,
28920,,,,,,
28922,,,,,,
28924,,,,,,
28926,,,,,,
28927,Nasional,Nasional,,,,
28928,,,,,,
28929,,,,,,
28931,,,,,,
28932,,,,,,
28933,,,,,,
28934,Nasional,,,,,
28935,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 2,Juara 2,Juara 3
28938,,,,,,
28939,,,,,,
28940,,,,,,
28941,,,,,,
28943,,,,,,
28944,,,,,,
28945,,,,,,
28946,,,,,,
28947,,,,,,
28948,,,,,,
28949,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
28950,Nasional,,,,,
28953,,,,,,
28954,,,,,,
28955,Nasional,Kabupaten/Kota,Internasional,Medali Perunggu,Juara 1,Medali Emas
28956,,,,,,
28957,Kabupaten/Kota,,,,,
28958,,,,,,
28959,,,,,,
28960,Propinsi,Nasional,Propinsi,Juara 3,,
28962,Propinsi,Nasional,Kabupaten/Kota,Juara 1,Juara 1,
28964,,,,,,
28965,,,,,,
28966,,,,,,
28967,,,,,,
28968,,,,,,
28969,,,,,,
28970,Nasional,Nasional,Nasional,,,
28971,,,,,,
28972,Kabupaten/Kota,Nasional,Nasional,Juara 1,Juara 3,
28973,,,,,,
28974,,,,,,
28975,,,,,,
28976,,,,,,
28977,,,,,,
28979,,,,,,
28980,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,
28981,Nasional,Nasional,Propinsi,,,Juara 2
28982,Nasional,,,Juara 2,,
28984,Nasional,Nasional,Nasional,Medali Perak,Medali Perunggu,
28985,,,,,,
28986,Nasional,Nasional,,,,
28987,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,,
28988,Nasional,Nasional,Nasional,,,
28989,,,,,,
28990,Internasional,,,Medali Perak,,
28991,,,,,,
28992,,,,,,
28993,,,,,,
28995,Nasional,,,,,
28997,Nasional,Nasional,Nasional,Medali Perak,,Medali Emas
28998,Propinsi,,,Medali Emas,,
29001,Propinsi,Propinsi,Nasional,,Juara 2,Medali Perunggu
29002,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
29003,,,,,,
29004,Nasional,,,,,
29005,,,,,,
29007,,,,,,
29008,,,,,,
29009,Propinsi,,,,,
29011,Nasional,Kabupaten/Kota,Nasional,,Juara 3,Medali Perunggu
29012,,,,,,
29013,Nasional,Nasional,,,,
29014,Nasional,Nasional,Nasional,,,
29015,Propinsi,Propinsi,Propinsi,Juara 1,Juara 3,Juara 2
29018,,,,,,
29019,Nasional,,,,,
29020,Nasional,Propinsi,Propinsi,Juara 3,Juara 3,Juara 3
29022,,,,,,
29023,,,,,,
29024,Nasional,Nasional,,Medali Emas,Medali Perak,
29025,Kabupaten/Kota,,,,,
29026,Propinsi,Propinsi,Propinsi,Juara 2,Juara 2,Juara 2
29028,Nasional,,,,,
29029,Nasional,Nasional,Propinsi,Medali Perunggu,Medali Perak,
29030,,,,,,
29031,,,,,,
29032,Internasional,Nasional,Nasional,Medali Emas,Medali Emas,Juara 2
29033,,,,,,
29034,Nasional,Nasional,Nasional,,,
29035,,,,,,
29036,Nasional,Nasional,Nasional,Juara 1,Juara 1,Juara 2
29037,,,,,,
29038,Nasional,,,Medali Perunggu,,
29039,,,,,,
29041,,,,,,
29043,Kabupaten/Kota,,,Juara 3,,
29044,,,,,,
29045,,,,,,
29046,,,,,,
29048,Nasional,,,,,
29049,,,,,,
29088,,,,,,
29089,,,,,,
29090,Kabupaten/Kota,Nasional,Propinsi,Juara 1,,Juara 3
29091,Nasional,Nasional,Nasional,Medali Perunggu,Juara 3,Medali Perak
29092,,,,,,
29093,,,,,,
29095,,,,,,
29096,Nasional,Nasional,Nasional,,,
29097,,,,,,
29098,,,,,,
29100,,,,,,
29101,,,,,,
29102,,,,,,
29103,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,Juara 2
29105,,,,,,
29106,,,,,,
29108,Kabupaten/Kota,Nasional,Kabupaten/Kota,,,
29109,Nasional,,,Medali Perunggu,,
29110,,,,,,
29111,,,,,,
29113,Propinsi,,,,,
29114,Nasional,,,,,
29115,,,,,,
29116,Nasional,,,,,
29117,,,,,,
29118,Nasional,,,Medali Perunggu,,
29119,,,,,,
29120,,,,,,
29122,,,,,,
29123,,,,,,
29124,,Nasional,Kabupaten/Kota,,,
29125,Kabupaten/Kota,Kabupaten/Kota,,,,
29126,,,,,,
29128,,,,,,
29130,,,,,,
29131,,,,,,
29133,Kabupaten/Kota,,,Juara 2,,
29134,Nasional,Nasional,Nasional,Medali Perak,,
29135,,,,,,
29138,,,,,,
29139,,,,,,
29141,Kabupaten/Kota,,,Juara 2,,
29143,Nasional,,,,,
29144,,,,,,
29145,Internasional,Nasional,Kabupaten/Kota,,,
29146,Nasional,Internasional,,Juara 2,,
29147,,,,,,
29148,,,,,,
29149,Nasional,Nasional,Propinsi,Medali Perunggu,Medali Perunggu,Medali Emas
29150,Kabupaten/Kota,Kabupaten/Kota,,,,
29151,Kabupaten/Kota,Kabupaten/Kota,,,,
29152,,,,,,
29153,,,,,,
29154,,,,,,
29156,,,,,,
29160,,,,,,
29161,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,Juara 3,
29162,,,,,,
29163,Propinsi,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,Juara 1
29164,Kabupaten/Kota,Internasional,Nasional,Juara 1,Medali Perak,Medali Perak
29165,,,,,,
29166,,,,,,
29168,Nasional,,,,,
29169,Nasional,Nasional,Nasional,,,Medali Perak
29171,,,,,,
29172,,,,,,
29174,,,,,,
29175,,,,,,
29176,Propinsi,,,,,
29177,Nasional,Nasional,Nasional,,,
29178,Nasional,,,,,
29179,,,,,,
29181,,,,,,
29182,Internasional,Propinsi,Nasional,Medali Perak,Medali Perak,
29183,,,,,,
29185,Kabupaten/Kota,,,,,
29186,Internasional,,,Medali Perunggu,,
29187,,,,,,
29188,,,,,,
29189,,,,,,
29191,,,,,,
29192,,,,,,
29193,,,,,,
29194,,,,,,
29195,Propinsi,Propinsi,Propinsi,Juara 1,Juara 3,Juara 3
29196,Internasional,Nasional,Propinsi,Juara 2,Juara 3,Juara 3
29197,,,,,,
29198,,,,,,
29200,,,,,,
29201,,,,,,
29202,,,,,,
29203,,,,,,
29204,Propinsi,Kabupaten/Kota,,,,
29205,Internasional,Nasional,Nasional,,Medali Perak,
29206,Propinsi,Propinsi,Nasional,Juara 3,Juara 2,
29208,,,,,,
29210,,,,,,
29211,,,,,,
29212,,,,,,
29213,Kabupaten/Kota,Kabupaten/Kota,,,,
29214,Nasional,Nasional,Nasional,,,
29215,Nasional,Propinsi,Kabupaten/Kota,Juara 3,Juara 1,
29216,Internasional,Nasional,Nasional,,,Medali Emas
29217,Nasional,Propinsi,Nasional,Medali Perak,Medali Perak,
29218,,,,,,
29219,,,,,,
29220,Nasional,Nasional,Kabupaten/Kota,Juara 1,,Juara 1
29221,,,,,,
29222,,,,,,
29224,Kabupaten/Kota,,,Juara 2,,
29225,,,,,,
29228,,,,,,
29229,Internasional,Propinsi,Nasional,Medali Perunggu,Medali Perak,
29230,,,,,,
29231,,,,,,
29232,,,,,,
29233,,,,,,
29235,Propinsi,,,,,
29236,,,,,,
29237,,,,,,
29239,,,,,,
29241,,,,,,
29242,,,,,,
29243,Nasional,,,,,
29244,Nasional,,,Medali Perunggu,,
29246,,,,,,
29247,,,,,,
29248,,,,,,
29249,,,,,,
29250,,,,,,
29251,,,,,,
29254,,,,,,
29255,Kabupaten/Kota,Kabupaten/Kota,Internasional,Juara 2,Juara 2,
29257,Nasional,,,,,
29258,Nasional,Nasional,Nasional,,,
29260,Nasional,Nasional,,Juara 3,,
29262,Kabupaten/Kota,,,,,
29263,,,,,,
29264,,,,,,
29265,,,,,,
29268,,,,,,
29269,,,,,,
29270,,,,,,
29271,,,,,,
29272,Nasional,,,,,
29273,,,,,,
29274,Nasional,Propinsi,,,,
29275,,,,,,
29276,,,,,,
29277,,,,,,
29278,,,,,,
29279,,,,,,
29280,,,,,,
29281,,,,,,
29282,Kabupaten/Kota,Kabupaten/Kota,Propinsi,Juara 1,Juara 1,Juara 2
29283,,,,,,
29284,,,,,,
29285,,,,,,
29286,,,,,,
29288,Nasional,,,,,
29289,Nasional,Nasional,Propinsi,Juara 2,,
29290,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 2,Juara 1,Juara 1
29291,,,,,,
29292,Propinsi,Propinsi,Nasional,,,
29293,Propinsi,,,,,
29294,,,,,,
29295,Kabupaten/Kota,,,Juara 3,,
29296,,,,,,
29299,,,,,,
29300,,,,,,
29302,Kabupaten/Kota,Nasional,,,,
29303,,,,,,
29305,Nasional,Nasional,Nasional,Medali Emas,Medali Perunggu,
29306,,,,,,
29307,,Nasional,Nasional,,,
29308,Nasional,,,Medali Perak,,
29310,Nasional,Kabupaten/Kota,Kabupaten/Kota,Juara 3,,
29311,,,,,,
29312,,,,,,
29313,Propinsi,,,Medali Perunggu,,
29314,,,,,,
29315,Kabupaten/Kota,,,Juara 3,,
29316,,,,,,
29318,,,,,,
29319,,,,,,
29320,,,,,,
29321,,,,,,
29322,,,,,,
29323,,,,,,
29324,Nasional,Propinsi,,Juara 2,Medali Emas,
29325,Kabupaten/Kota,,,,,
29326,,,,,,
29327,,,,,,
29328,Nasional,Nasional,Propinsi,Medali Perunggu,Medali Perak,Juara 2
29329,Nasional,Nasional,,,Juara 1,
29330,,,,,,
29331,Propinsi,,,Juara 1,,
29333,,,,,,
29335,Propinsi,,,Medali Perunggu,,
29336,Internasional,Internasional,,Medali Perak,Medali Perak,
29337,,,,,,
29338,,,,,,
29340,,,,,,
29341,,,,,,
29342,Kabupaten/Kota,,,Juara 3,,
29343,Nasional,,,,,
29345,Nasional,Nasional,Nasional,Medali Perak,Medali Perunggu,
29346,Nasional,Nasional,,,,
29349,,,,,,
29350,,,,,,
29351,,,,,,
29352,,,,,,
29353,,,,,,
29354,,,,,,
29355,Kabupaten/Kota,,,Juara 1,,
29356,,,,,,
29358,,,,,,
29360,,,,,,
29363,Kabupaten/Kota,Nasional,,,,
29364,Nasional,Nasional,Nasional,Juara 1,Juara 1,Juara 1
29365,,,,,,
29366,,,,,,
29367,Propinsi,,,,,
29368,Nasional,Nasional,,,,
29371,,,,,,
29373,,,,,,
29375,,,,,,
29376,Nasional,,,,,
29377,,,,,,
29378,,,,,,
29380,,,,,,
29381,,,,,,
29382,,,,,,
29384,,,,,,
29385,,,,,,
29386,,,,,,
29387,Kabupaten/Kota,,,,,
29389,,,,,,
29390,Propinsi,Propinsi,Nasional,Juara 1,,
29392,,,,,,
29393,,,,,,
29394,,,,,,
29396,Nasional,,,Juara 1,,
29397,Propinsi,Nasional,Kabupaten/Kota,Medali Perunggu,,
29398,,,,,,
29400,Nasional,Nasional,Nasional,,,
29401,,,,,,
29403,,,,,,
29404,,,,,,
29405,Internasional,Nasional,Nasional,,,
29406,,,,,,
29408,,,,,,
29409,,,,,,
29410,Internasional,,,,,
29411,,,,,,
29412,Propinsi,,,,,
29413,,,,,,
29415,,,,,,
29416,,,,,,
29418,,,,,,
29422,Nasional,Internasional,Propinsi,Juara 2,Juara 2,Juara 2
29423,,,,,,
29426,,,,,,
29427,,,,,,
29429,Nasional,Internasional,Propinsi,Juara 2,,Medali Emas
29430,,,,,,
29432,,,,,,
29436,,,,,,
29437,Nasional,Nasional,,,,
29438,Nasional,Nasional,Nasional,,,
29441,,,,,,
29442,,,,,,
29443,,,,,,
29445,,,,,,
29446,,,,,,
29447,Propinsi,Propinsi,Nasional,,Juara 1,
29448,,,,,,
29449,Kabupaten/Kota,,,,,
29452,Nasional,Propinsi,Nasional,,,
29453,,,,,,
29454,,,,,,
29456,,,,,,
29457,,,,,,
29458,,,,,,
29459,,,,,,
29460,,,,,,
29463,Nasional,Nasional,Nasional,,,
29464,,,,,,
29465,,,,,,
29466,,,,,,
29467,Kabupaten/Kota,,,,,
29470,,,,,,
29471,Nasional,,,,,
29472,Propinsi,,,Medali Perak,,
29473,,,,,,
29474,,,,,,
29475,,,,,,
29476,,,,,,
29477,,,,,,
29478,Propinsi,Kabupaten/Kota,Internasional,Juara 2,Juara 3,
29480,,,,,,
29481,,,,,,
29484,Nasional,Nasional,,,Medali Perunggu,
29485,,,,,,
29486,Nasional,,,,,
29487,,,,,,
29489,,,,,,
29490,Kabupaten/Kota,Nasional,,,,
29491,,,,,,
29492,,,,,,
29493,,,,,,
29494,,,,,,
29495,Kabupaten/Kota,,,Juara 1,,
29499,,,,,,
29500,Internasional,Internasional,Nasional,Medali Perak,Medali Perunggu,Juara 3
29501,Kabupaten/Kota,,,Juara 1,,
29502,,,,,,
29504,,,,,,
29505,Kabupaten/Kota,,,,,
29508,,,,,,
29517,,,,,,
29518,Propinsi,Kabupaten/Kota,,Juara 2,,
29519,,,,,,
29520,Nasional,,,Juara 2,,
29521,,,,,,
29522,,,,,,
29524,,,,,,
29525,,,,,,
29527,,,,,,
29528,,,,,,
29530,,,,,,
29531,,,,,,
29532,,,,,,
29534,,,,,,
29536,,,,,,
10721,,,,,,
10723,Kabupaten/Kota,,,Juara 3,,
10724,Kabupaten/Kota,Nasional,,,,
10725,Nasional,Internasional,Nasional,Juara 2,Juara 3,
10728,,,,,,
10729,,,,,,
10730,Internasional,Nasional,Nasional,Medali Perak,Juara 1,Juara 3
10731,,,,,,
10732,Propinsi,Propinsi,Propinsi,Juara 2,Juara 3,Juara 3
10733,Kabupaten/Kota,Nasional,,,,
10734,Nasional,Nasional,Nasional,Medali Emas,Juara 1,Juara 2
10735,,,,,,
10737,Nasional,Propinsi,,Juara 3,Juara 2,
10738,,,,,,
10739,,,,,,
10740,,,,,,
10742,,,,,,
10743,Nasional,,,Juara 3,,
10744,,,,,,
10745,,,,,,
10746,,,,,,
10747,,,,,,
10748,,,,,,
10750,Nasional,Nasional,Nasional,,Juara 3,
10751,,,,,,
10753,,,,,,
10756,Propinsi,Propinsi,Propinsi,Juara 2,Juara 2,Juara 2
10757,Nasional,Nasional,Propinsi,,Juara 3,Juara 1
10758,,,,,,
10759,Internasional,Internasional,Internasional,,Medali Perunggu,Medali Perunggu
10760,Propinsi,Propinsi,,Juara 2,Juara 1,
10761,,,,,,
10762,Nasional,Nasional,Nasional,,,
10763,,,,,,
10764,Internasional,Nasional,Nasional,,Juara 2,
10765,,,,,,
10766,,,,,,
10768,,,,,,
10772,Nasional,Propinsi,Nasional,,,Medali Perunggu
10773,Nasional,Nasional,Nasional,Juara 3,,Juara 3
10774,Kabupaten/Kota,,,Juara 3,,
10776,,,,,,
10777,Nasional,Nasional,,Medali Perunggu,Medali Perak,
10779,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,Juara 3,
10780,Kabupaten/Kota,,,Juara 3,,
10781,,,,,,
10782,,,,,,
10785,,,,,,
10786,Nasional,Nasional,Internasional,Medali Emas,Medali Emas,
10787,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
10788,Internasional,Nasional,Internasional,,,
10789,,,,,,
10791,Nasional,Nasional,Nasional,Juara 1,Juara 1,Juara 1
10792,,,,,,
10795,,,,,,
10798,,,,,,
10799,Nasional,Nasional,Nasional,Juara 1,Juara 2,Juara 1
10800,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 2,,Medali Emas
10801,,,,,,
10804,,,,,,
10806,,,,,,
10808,,,,,,
10809,Nasional,Nasional,Nasional,,,
10810,Kabupaten/Kota,Kabupaten/Kota,,,,
10811,Kabupaten/Kota,Propinsi,Kabupaten/Kota,,,Medali Perunggu
10814,,,,,,
10818,,,,,,
10819,,,,,,
10820,,,,,,
10821,Nasional,,,Medali Emas,,
10824,,,,,,
10825,,,,,,
10826,,,,,,
10827,,,,,,
10828,Propinsi,,,Juara 1,,
10829,,,,,,
10831,Nasional,,,,,
10832,Nasional,,,Medali Emas,,
10833,,,,,,
10836,Kabupaten/Kota,,,Juara 3,,
10837,Nasional,Nasional,Propinsi,Medali Perak,Medali Emas,
10840,Nasional,,,Juara 2,,
10842,Internasional,Internasional,Internasional,Medali Emas,Medali Emas,Juara 2
10844,,,,,,
10846,,,,,,
10848,,,,,,
10850,,,,,,
10851,Nasional,Kabupaten/Kota,,,Juara 1,
10852,Nasional,,,,,
10853,Kabupaten/Kota,Kabupaten/Kota,,,,
10855,,,,,,
10856,,,,,,
10857,Nasional,,,,,
10858,Propinsi,,,,,
10860,,,,,,
10861,,,,,,
10862,Kabupaten/Kota,Kabupaten/Kota,,,,
10863,,,,,,
10865,Nasional,,,Juara 3,,
10867,,,,,,
10868,Nasional,,,,,
10873,,,,,,
10874,Nasional,Nasional,,,,
10875,,,,,,
10877,Nasional,Nasional,Nasional,,,Medali Emas
10878,,,,,,
10879,Propinsi,Propinsi,Propinsi,,,
10881,,,,,,
10882,,,,,,
10883,,,,,,
10884,Nasional,Nasional,,Medali Perunggu,Medali Perak,
10885,Nasional,Kabupaten/Kota,Nasional,,Juara 2,
10886,,,,,,
10888,,,,,,
10889,,,,,,
10890,,,,,,
10891,Kabupaten/Kota,,,Juara 2,,
10895,Propinsi,,,Juara 2,,
10896,Kabupaten/Kota,,,Juara 3,,
10897,,,,,,
10899,,,,,,
10900,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 3,Juara 1,
10901,Internasional,Nasional,Propinsi,Medali Perak,Medali Emas,Juara 1
10902,Propinsi,Nasional,Nasional,Juara 3,,
10904,Nasional,Nasional,Nasional,,,
10907,,,,,,
10908,Kabupaten/Kota,Kabupaten/Kota,,Juara 3,,
10909,,,,,,
10910,,,,,,
10911,,,,,,
10912,,,,,,
10913,,,,,,
10914,,,,,,
10915,,,,,,
10916,,,,,,
10917,,,,,,
10918,,,,,,
10919,Propinsi,Kabupaten/Kota,Kabupaten/Kota,,,Juara 1
10920,Nasional,,,Medali Emas,,
10921,,,,,,
10922,Propinsi,,,,,
10926,,,,,,
10928,,,,,,
10929,,,,,,
10930,Nasional,Nasional,,,,
10932,Nasional,,,Medali Perak,,
10935,Propinsi,Nasional,,,,
10936,Propinsi,Kabupaten/Kota,Nasional,,,
10939,Internasional,Kabupaten/Kota,Nasional,,,
10940,,,,,,
10942,Internasional,Nasional,Nasional,Juara 1,Juara 1,Juara 1
10943,Nasional,Nasional,Nasional,Juara 1,,
10947,,,,,,
10948,Nasional,Nasional,Nasional,,,
10949,,,,,,
10950,,,,,,
10951,,,,,,
10953,Nasional,,,Medali Perunggu,,
10955,Nasional,Nasional,Propinsi,,,
10961,,,,,,
10962,,,,,,
10963,,,,,,
10964,,,,,,
10967,Propinsi,Kabupaten/Kota,Propinsi,Medali Perak,Juara 1,
10968,Kabupaten/Kota,,,,,
10969,Nasional,Kabupaten/Kota,,Juara 1,Juara 3,
10970,Nasional,,,Juara 1,,
10971,Propinsi,Propinsi,Propinsi,,,
10972,,,,,,
10973,,,,,,
10974,,,,,,
10975,,,,,,
10976,,,,,,
10979,Nasional,Nasional,Propinsi,Medali Emas,Medali Perak,Juara 1
10982,Nasional,Nasional,Nasional,,,
10983,Nasional,Kabupaten/Kota,Internasional,Juara 3,,
10985,,,,,,
10987,Nasional,Nasional,Nasional,,Medali Emas,
10988,Kabupaten/Kota,,,Juara 1,,
10989,Kabupaten/Kota,Nasional,Nasional,,,
10990,,,,,,
10991,Internasional,Nasional,Nasional,Juara 3,,
10992,Nasional,Nasional,Nasional,,,Medali Perak
10994,Nasional,Nasional,Nasional,,,
10996,,,,,,
10997,Propinsi,Propinsi,,Juara 1,,
10998,,,,,,
10999,Nasional,,,,,
11000,,,,,,
11001,,,,,,
11004,Propinsi,,,,,
11005,,,,,,
11009,Kabupaten/Kota,,,Juara 2,,
11011,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,
11012,,,,,,
11014,Propinsi,Propinsi,Kabupaten/Kota,Juara 3,,
11016,,,,,,
11017,Nasional,Nasional,Nasional,Juara 3,,
11019,,,,,,
11020,,,,,,
11024,,,,,,
11025,Internasional,,,,,
11026,,,,,,
11027,,,,,,
11029,,,,,,
11030,Propinsi,Nasional,Propinsi,,,
11033,Propinsi,Kabupaten/Kota,Nasional,,,Medali Perunggu
11036,Kabupaten/Kota,Propinsi,Propinsi,,,
11037,Nasional,Kabupaten/Kota,,,,
11038,Kabupaten/Kota,Kabupaten/Kota,,,,
11040,,,,,,
11042,,,,,,
11045,Nasional,Nasional,Nasional,,,
11046,Kabupaten/Kota,Nasional,,Juara 3,,
11048,Nasional,Nasional,Propinsi,,,Juara 2
11049,Kabupaten/Kota,Kabupaten/Kota,Nasional,,,
11051,,,,,,
11052,,,,,,
11053,Nasional,Nasional,Nasional,Juara 3,Medali Perak,Medali Emas
11054,Kabupaten/Kota,Propinsi,Kabupaten/Kota,,,
11055,,,,,,
11057,,,,,,
11060,Nasional,Propinsi,Kabupaten/Kota,,,Juara 1
11061,,,,,,
11062,,,,,,
11064,,,,,,
11067,Kabupaten/Kota,Nasional,Propinsi,Juara 1,Juara 3,Juara 3
11069,Propinsi,,,Juara 3,,
11070,Nasional,Nasional,Nasional,Medali Emas,Juara 2,
11071,Kabupaten/Kota,Kabupaten/Kota,Nasional,,Juara 1,
11072,Nasional,Nasional,Nasional,Juara 1,Juara 3,Medali Perak
11073,Kabupaten/Kota,,,,,
11078,Kabupaten/Kota,Nasional,,Juara 3,,
11079,Nasional,Nasional,,,,
11081,,,,,,
11085,,,,,,
11086,,,,,,
11087,Nasional,,,,,
11088,Nasional,,,,,
11089,,,,,,
11090,Nasional,Nasional,,,,
11092,,,,,,
11094,Nasional,Nasional,Nasional,,,
11095,Nasional,Nasional,Propinsi,Medali Perak,Medali Perunggu,Medali Perak
11096,Nasional,,,,,
11097,,,,,,
11101,Kabupaten/Kota,Kabupaten/Kota,,,,
11102,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 1,
11104,Internasional,Nasional,Nasional,Medali Emas,Juara 2,
11105,,,,,,
11109,Nasional,Nasional,Nasional,,,
11113,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 1,Juara 3,Juara 2
11114,Nasional,,,,,
11116,,,,,,
11117,Nasional,Nasional,,,,
11119,Nasional,Nasional,Nasional,Juara 1,Juara 2,Juara 1
11121,Nasional,Nasional,,Medali Emas,,
11122,,,,,,
11124,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
11126,,,,,,
11127,Internasional,,,Medali Perak,,
11128,Nasional,Nasional,Propinsi,Juara 1,,
11129,Nasional,Nasional,,Medali Perunggu,Medali Perak,
11130,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,Juara 2
11132,Nasional,Propinsi,Nasional,,,
11133,Kabupaten/Kota,Nasional,Nasional,,,
11134,,,Nasional,,,
11135,Nasional,Nasional,,,,
11137,,,,,,
11140,Nasional,Nasional,Nasional,,,
11141,Propinsi,,,,,
11142,,,,,,
11144,Kabupaten/Kota,,,Juara 1,,
11145,,,,,,
11146,,,,,,
11147,Nasional,Kabupaten/Kota,,,,
11150,Kabupaten/Kota,Nasional,Nasional,,,
11152,,,,,,
11153,Nasional,Nasional,Nasional,Juara 1,,
11155,,,,,,
11157,Kabupaten/Kota,Propinsi,Nasional,Juara 3,,
11158,Nasional,Nasional,,Medali Perak,Medali Perak,
11159,Nasional,Nasional,Nasional,Medali Perunggu,Medali Perunggu,Medali Perunggu
11160,,,,,,
11161,,,,,,
11163,Nasional,Nasional,Nasional,,,
11165,,,,,,
11211,Nasional,Internasional,Internasional,Medali Perak,Medali Perak,Medali Perak
11212,Internasional,,,,,
11213,,,,,,
11219,Nasional,,,Medali Perak,,
11220,,,,,,
11221,Kabupaten/Kota,,,Juara 3,,
11225,Kabupaten/Kota,,,Juara 1,,
11226,Kabupaten/Kota,,,,,
11228,Nasional,Nasional,Nasional,Juara 1,,
11229,Nasional,Nasional,Nasional,Juara 3,Juara 3,Juara 2
11230,Kabupaten/Kota,,,,,
11231,,,,,,
11234,Internasional,,,Medali Emas,,
11236,,,,,,
11237,Nasional,Nasional,Nasional,,,
11238,Nasional,Nasional,,,,
11239,,,,,,
11242,Propinsi,Nasional,,Juara 1,,
