id,pres1_jenjang,pres2_jenjang,pres3_jenjang,juara_pres1,juara_pres2,juara_pres3
13273,,,,,,
13274,,,,,,
13275,Propinsi,,,,,
13276,Propinsi,Kabupaten/Kota,Nasional,Medali Emas,,
13277,,,,,,
13281,Kabupaten/Kota,,,Juara 3,,
13282,,,,,,
13283,,,,,,
13285,,,,,,
13287,,,,,,
13288,Propinsi,Nasional,Kabupaten/Kota,,,Juara 3
13290,,,,,,
13296,,,,,,
13297,,,,,,
13298,,,,,,
13299,,,,,,
13302,Nasional,Nasional,,,,
13304,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 1,Juara 1
13308,,,,,,
13312,,,,,,
13315,,,,,,
13317,,,,,,
13319,,,,,,
13324,,,,,,
13327,,,,,,
13328,Nasional,Nasional,Nasional,Medali Emas,,
13331,Nasional,Propinsi,Kabupaten/Kota,Medali Perak,Juara 3,
13332,Kabupaten/Kota,,,,,
13333,Kabupaten/Kota,,,Juara 2,,
13335,,,,,,
13336,,,,,,
13338,,,,,,
13339,,,,,,
13342,Nasional,Propinsi,Propinsi,Juara 2,,
13346,,,,,,
13348,,,,,,
13351,,,,,,
13356,,,,,,
13358,Nasional,Kabupaten/Kota,Nasional,,Juara 3,
13364,,,,,,
13365,Propinsi,,,,,
13366,,,,,,
13367,,,,,,
13370,,,,,,
13376,,,,,,
13380,Propinsi,,,Juara 3,,
13385,,,,,,
13386,,,,,,
13391,Nasional,,,,,
13393,Propinsi,Kabupaten/Kota,Kabupaten/Kota,Juara 2,,
13395,Nasional,Kabupaten/Kota,Nasional,,,
13396,Kabupaten/Kota,,,Juara 1,,
13399,,,,,,
13401,,,,,,
13403,Nasional,Nasional,Internasional,Juara 1,Juara 1,Juara 1
13404,,,,,,
13411,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 2,,
13413,Nasional,,,Juara 2,,
13414,,,,,,
13415,,,,,,
13417,,,,,,
13418,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,Medali Emas
13419,,,,,,
13420,Nasional,,,,,
13421,,,,,,
13422,Nasional,,,Medali Perak,,
13424,,,,,,
13426,,,,,,
13428,,,,,,
13430,,,,,,
13431,Nasional,Nasional,Nasional,Juara 1,Juara 2,Juara 2
13434,Kabupaten/Kota,,,Juara 2,,
13435,,,,,,
13437,,,,,,
13438,Internasional,Nasional,Nasional,Medali Emas,Juara 1,
13439,,,,,,
13440,Nasional,,,,,
13441,Nasional,Nasional,Nasional,Juara 1,Juara 2,Juara 3
13443,Nasional,,,Medali Perak,,
13447,,,,,,
13449,,,,,,
13450,Nasional,Nasional,Nasional,Medali Perak,Juara 3,Juara 2
13451,Nasional,Nasional,Nasional,,,
13453,,,,,,
13456,,,,,,
13457,,,,,,
13458,Nasional,Nasional,Nasional,Medali Perak,Medali Emas,Medali Emas
13461,,,,,,
13463,,,,,,
13465,,,,,,
13466,Internasional,Nasional,Kabupaten/Kota,,,Juara 2
13467,,,,,,
13469,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,,
13471,Kabupaten/Kota,,,,,
13473,Nasional,Nasional,Nasional,,,
13474,Nasional,,,,,
13475,Nasional,Nasional,,Juara 1,Juara 3,
13476,Nasional,Nasional,Nasional,,,
13477,Kabupaten/Kota,,,,,
13479,Kabupaten/Kota,Nasional,,,,
13481,Nasional,Nasional,Internasional,Juara 2,Juara 3,Medali Emas
13482,,,,,,
13483,,,,,,
13484,Nasional,,,,,
13485,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
13486,,,,,,
13490,,,,,,
13491,Nasional,Nasional,Nasional,Juara 1,Juara 2,Juara 2
13492,,,,,,
13493,,,,,,
13494,Nasional,,,,,
13495,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,
13496,,,,,,
13499,Nasional,Nasional,,,Medali Perak,
13500,,,,,,
13503,Kabupaten/Kota,,,,,
13504,,,,,,
13506,Kabupaten/Kota,,,,,
13507,Nasional,Nasional,Nasional,,,
13508,,,,,,
13509,,,,,,
13510,,,,,,
13512,Propinsi,Kabupaten/Kota,Nasional,Juara 1,,
13514,,,,,,
13516,Kabupaten/Kota,,,,,
13519,Internasional,Nasional,Nasional,Juara 2,Juara 1,Juara 2
13521,Nasional,Nasional,Kabupaten/Kota,,,Juara 3
13523,,,,,,
13524,,,,,,
13527,Nasional,Nasional,Nasional,,,
13528,,,,,,
13529,Nasional,Nasional,Nasional,,,
13532,,,,,,
13534,,,,,,
13535,,,,,,
13536,Kabupaten/Kota,,,,,
13538,,,,,,
13540,Nasional,Kabupaten/Kota,Nasional,Juara 3,Juara 2,Medali Emas
13541,,,,,,
13543,Kabupaten/Kota,Propinsi,Nasional,Juara 1,Juara 2,Medali Emas
13546,,,,,,
13547,,,,,,
13548,Kabupaten/Kota,Nasional,Nasional,,,
13551,Nasional,Nasional,Nasional,Medali Perak,Medali Emas,Medali Perak
13552,,,,,,
13553,,,,,,
13554,Nasional,Nasional,Nasional,Juara 1,Juara 1,Juara 1
13557,Nasional,Nasional,,Juara 1,Juara 3,
13559,,,,,,
13560,Nasional,Kabupaten/Kota,,,,
13561,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 2,
13562,,,,,,
13565,Kabupaten/Kota,Propinsi,Kabupaten/Kota,Juara 1,,
13566,Nasional,Nasional,Propinsi,Medali Emas,Medali Emas,Medali Perak
13567,,,,,,
13568,Kabupaten/Kota,,,Juara 2,,
13569,,,,,,
13575,,,,,,
13576,,,,,,
13578,Nasional,,,,,
13581,Nasional,Kabupaten/Kota,Nasional,Juara 2,Juara 3,
13582,,,,,,
13583,Nasional,,,Juara 3,,
13584,Nasional,Nasional,Nasional,,,
13585,Nasional,Nasional,,Medali Perunggu,Medali Perunggu,
13586,,,,,,
13589,,,,,,
13591,Kabupaten/Kota,Propinsi,Kabupaten/Kota,,,
13592,,,,,,
13594,,,,,,
13596,Nasional,,,,,
13601,,,,,,
13602,,,,,,
13603,Nasional,Nasional,Nasional,Medali Emas,,
13604,,,,,,
13605,,,,,,
13608,Nasional,Nasional,Nasional,,,
13611,Nasional,Nasional,Nasional,Medali Emas,,
13612,,,,,,
13613,,,,,,
13615,Kabupaten/Kota,Propinsi,,,,
13617,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,Juara 3
13618,,,,,,
13622,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 3,Juara 2
13623,Nasional,Nasional,Propinsi,Juara 2,Juara 1,
13624,Nasional,Nasional,Nasional,Medali Perunggu,,Medali Emas
13625,Propinsi,,,Juara 2,,
13627,,,,,,
13629,,,,,,
13630,,,,,,
13637,,,,,,
13639,,,,,,
13640,Propinsi,Propinsi,Kabupaten/Kota,Juara 2,,
13641,,,,,,
13642,,,,,,
13644,,,,,,
13646,Nasional,,,Medali Emas,,
13647,,,,,,
13648,Propinsi,Kabupaten/Kota,Propinsi,Juara 1,Juara 2,Juara 1
13649,,,,,,
13650,,,,,,
13651,,,,,,
13652,Kabupaten/Kota,Kabupaten/Kota,Nasional,,Juara 2,Medali Perak
13653,,,,,,
13654,,,,,,
13656,Nasional,Nasional,,Juara 1,Medali Perak,
13658,,,,,,
13660,,,,,,
13662,,,,,,
13665,,,,,,
13672,,,,,,
13674,,,,,,
13675,Internasional,Nasional,,,,
13676,,,,,,
13678,,,,,,
13680,Nasional,Nasional,Nasional,Medali Perak,Medali Emas,
13681,Nasional,Nasional,,,,
13682,Propinsi,,,,,
13683,,,,,,
13686,Kabupaten/Kota,Propinsi,,,,
13687,Nasional,Propinsi,Propinsi,Juara 1,Juara 1,Juara 2
13688,,,,,,
13692,Kabupaten/Kota,Kabupaten/Kota,Propinsi,Juara 2,Juara 2,Juara 3
13693,,,,,,
13694,,,,,,
13696,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,Juara 3,
13698,,,,,,
13700,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
13702,Kabupaten/Kota,Propinsi,Propinsi,Juara 1,Juara 2,Juara 2
13704,,,,,,
13706,Kabupaten/Kota,,,,,
13707,,,,,,
13709,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 2,,
13710,,,,,,
13712,,,,,,
13714,,,,,,
13716,Kabupaten/Kota,,,,,
13717,Kabupaten/Kota,,,Juara 2,,
13720,,,,,,
13721,Internasional,,,,,
13722,,,,,,
13723,Nasional,Kabupaten/Kota,,,,
13724,Kabupaten/Kota,,,Juara 1,,
13725,Nasional,Internasional,,,,
13726,Nasional,Nasional,Propinsi,Juara 1,,Juara 2
13727,,,,,,
13728,,,,,,
13729,Propinsi,,,,,
13731,,,,,,
13732,,,,,,
13733,,,,,,
13734,Nasional,Nasional,Nasional,Medali Perak,Medali Perunggu,
13735,Nasional,Nasional,,,,
13736,Nasional,,,,,
13737,,,,,,
13741,,,,,,
13743,,,,,,
13744,Nasional,Nasional,,Medali Perak,Medali Perunggu,
13746,,,,,,
13747,,,,,,
13752,Kabupaten/Kota,Nasional,Nasional,Juara 1,,
13754,,,,,,
13755,Kabupaten/Kota,,,,,
13757,Nasional,,,,,
13758,,,,,,
13759,Propinsi,Propinsi,Propinsi,,,
13760,,,,,,
13761,Nasional,Nasional,Nasional,Juara 2,Medali Perak,
13762,Internasional,Internasional,,,,
13764,,,,,,
13766,Nasional,Kabupaten/Kota,,,,
13767,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 1,,
13768,,,,,,
13769,Nasional,,,Medali Perak,,
13770,,,,,,
13771,,,,,,
13772,Kabupaten/Kota,Nasional,Nasional,Juara 1,Juara 2,Juara 2
13773,Nasional,Propinsi,Nasional,,Juara 3,
13774,Nasional,Nasional,Nasional,Juara 3,,
13775,Nasional,Propinsi,Kabupaten/Kota,,Juara 1,Juara 1
13777,Nasional,Nasional,Propinsi,Juara 1,Juara 1,Juara 2
13779,,,,,,
13780,,,,,,
13781,,,,,,
13782,Kabupaten/Kota,Nasional,,Juara 2,,
13785,Nasional,,,,,
13786,Nasional,Kabupaten/Kota,,,Juara 2,
13787,,,,,,
13788,,,,,,
13790,Nasional,Nasional,Kabupaten/Kota,,,Juara 1
13791,Propinsi,Nasional,Nasional,Juara 1,Medali Emas,
13792,,,,,,
13793,Kabupaten/Kota,Nasional,,,Medali Emas,
13796,,,,,,
13797,Nasional,Nasional,Nasional,Medali Emas,,
13798,Nasional,,,Medali Perunggu,,
13801,,,,,,
13802,,,,,,
13803,Internasional,Nasional,Kabupaten/Kota,Juara 2,,Juara 1
13804,,,,,,
13805,,,,,,
13810,,,,,,
13811,,,,,,
13812,,,,,,
13815,Kabupaten/Kota,,,,,
13816,,,,,,
13817,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 3,Juara 2,Juara 1
13820,,,,,,
13821,Nasional,Propinsi,Propinsi,Medali Perak,Juara 1,Juara 2
13822,,,,,,
13823,Nasional,,,,,
13824,,,,,,
13825,Propinsi,Propinsi,Propinsi,Juara 1,Juara 1,Juara 2
13826,,,,,,
13829,Propinsi,Nasional,Nasional,Juara 1,Juara 2,Juara 3
13830,,,,,,
13833,Nasional,Nasional,Nasional,,,
13834,,,,,,
13835,,,,,,
13836,,,,,,
13837,,,,,,
13838,Nasional,Propinsi,,,Juara 1,
13840,,,,,,
13841,,,,,,
13842,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,Medali Perunggu
13843,,,,,,
13844,,,,,,
13845,Nasional,Nasional,Nasional,,,Medali Emas
13846,,,,,,
13847,,,,,,
13848,,,,,,
13850,Internasional,Internasional,Nasional,Medali Emas,Medali Emas,Medali Perunggu
13851,,,,,,
13852,,,,,,
13853,,,,,,
13854,,,,,,
13855,Kabupaten/Kota,,,,,
13856,Propinsi,Propinsi,Nasional,Juara 2,,Medali Emas
13857,Nasional,Propinsi,,,,
13858,,,,,,
13859,,,,,,
13860,,,,,,
13862,,,,,,
13863,,,,,,
13865,Internasional,Nasional,,Juara 1,Juara 3,
13867,,,,,,
13868,Nasional,,,,,
13870,Propinsi,Kabupaten/Kota,Kabupaten/Kota,Juara 2,Juara 1,
13873,Nasional,Nasional,,Juara 1,,
13874,Nasional,Nasional,,,,
13875,Propinsi,,,,,
13876,Nasional,,,,,
13877,Nasional,Nasional,Propinsi,,,Juara 2
13878,,,,,,
13879,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Juara 1
13880,Nasional,Kabupaten/Kota,,,Juara 3,
13882,Nasional,Nasional,,,Juara 2,
13883,,,,,,
13884,,,,,,
13886,,,,,,
13887,Propinsi,Kabupaten/Kota,Kabupaten/Kota,,,
13888,Propinsi,Nasional,,,,
13891,,,,,,
13892,,,,,,
13894,Nasional,,,,,
13895,,,,,,
13896,,,,,,
13898,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,
13899,,,,,,
13905,,,,,,
13907,,,,,,
13908,,,,,,
13909,Nasional,,,Juara 2,,
13911,Kabupaten/Kota,Kabupaten/Kota,,,,
13914,Nasional,Nasional,Nasional,,,
13916,Internasional,Nasional,Nasional,,,
13919,Kabupaten/Kota,,,Juara 3,,
13920,Kabupaten/Kota,Internasional,Kabupaten/Kota,Juara 1,,Juara 1
13923,,,,,,
13924,Nasional,Propinsi,Propinsi,,,
13925,Propinsi,Propinsi,Propinsi,,,
13926,Nasional,Nasional,,Medali Emas,Medali Emas,
13928,,,,,,
13930,,,,,,
13935,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,Juara 3,
13936,,,,,,
13937,Kabupaten/Kota,,,,,
13938,Nasional,Nasional,,,,
13939,,,,,,
13940,Propinsi,Propinsi,Propinsi,,Juara 3,Juara 1
13941,Propinsi,Nasional,Nasional,,,
13943,,,,,,
13944,Nasional,,,Medali Perak,,
13946,,,,,,
13949,,,,,,
13950,Nasional,Nasional,Kabupaten/Kota,,,
13951,Nasional,Nasional,Nasional,Medali Perak,Medali Perak,Medali Perak
13952,,,,,,
13954,,,,,,
13955,,,,,,
13956,,,,,,
13957,Nasional,Nasional,Nasional,Juara 2,Medali Emas,Medali Perak
13958,,,,,,
13960,Propinsi,Propinsi,,,,
13961,,,,,,
13962,,,,,,
13963,Nasional,Nasional,Internasional,,,
13964,Nasional,Nasional,Nasional,,,
13967,,,,,,
13969,Internasional,Nasional,Kabupaten/Kota,,Juara 3,Juara 3
13970,Nasional,Propinsi,,,,
13972,,,,,,
13974,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
13975,,,,,,
13976,,,,,,
13977,,,,,,
13979,Nasional,,,Medali Perunggu,,
13982,,,,,,
13983,,,,,,
13984,,,,,,
13985,Nasional,,,,,
13986,,,,,,
13988,Nasional,,,Medali Perunggu,,
13991,,,,,,
13992,,,,,,
13994,Kabupaten/Kota,Nasional,Nasional,Juara 1,Juara 1,Medali Perunggu
13995,Internasional,Internasional,Internasional,Juara 1,Juara 1,Juara 2
13996,Internasional,Nasional,Nasional,Juara 2,Juara 2,Juara 1
13998,,,,,,
14000,Kabupaten/Kota,Kabupaten/Kota,,,,
14002,,,,,,
14003,,,,,,
14004,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
14005,,,,,,
14006,Nasional,Nasional,Kabupaten/Kota,Medali Perunggu,,
14007,,,,,,
14010,,,,,,
14011,,,,,,
14012,,,,,,
14015,Kabupaten/Kota,Nasional,Propinsi,Juara 1,Juara 1,Juara 1
14017,Kabupaten/Kota,Kabupaten/Kota,Propinsi,Juara 3,,Juara 3
14018,Nasional,,,,,
14020,,,,,,
14024,,,,,,
14025,,,,,,
14027,Nasional,Kabupaten/Kota,Propinsi,Medali Perunggu,Juara 2,Juara 3
14029,,,,,,
14030,,,,,,
14031,,,,,,
14032,,,,,,
14033,Nasional,,,Medali Perak,,
14034,,,,,,
14035,,,,,,
14036,Nasional,Nasional,,Medali Emas,Medali Emas,
14038,,,,,,
14040,,,,,,
14041,Nasional,Propinsi,Nasional,Juara 2,,
14043,Propinsi,,,Juara 1,,
14044,Nasional,Nasional,Nasional,Juara 1,Medali Perak,
14046,,,,,,
14047,Propinsi,Kabupaten/Kota,,Juara 2,,
14051,Propinsi,Nasional,,Juara 1,,
14052,Kabupaten/Kota,,,,,
14053,,,,,,
14055,Nasional,Internasional,,,,
14057,Internasional,Internasional,,Medali Emas,,
14059,,,,,,
14062,Propinsi,Propinsi,Propinsi,Juara 2,Juara 2,Juara 3
14063,Kabupaten/Kota,,,,,
14064,Nasional,Kabupaten/Kota,Kabupaten/Kota,,,
14066,Kabupaten/Kota,,,Juara 1,,
14067,Nasional,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 1,Juara 3
14068,Propinsi,,,,,
14069,Nasional,,,,,
14070,,,,,,
14071,Propinsi,,,,,
14073,Internasional,Nasional,Nasional,Medali Perak,,Medali Perak
14074,,,,,,
14075,Nasional,Nasional,,Medali Emas,Medali Emas,
14077,,,,,,
14081,,,,,,
14083,Propinsi,Propinsi,Nasional,,,
14085,,,,,,
14086,,,,,,
14087,,,,,,
14089,Nasional,Propinsi,,Medali Emas,,
14090,,,,,,
14092,Nasional,Nasional,,,,
14093,Internasional,Internasional,Nasional,,Juara 1,
14094,Kabupaten/Kota,,,Juara 2,,
14096,Nasional,,,,,
14101,,,,,,
14102,Propinsi,Nasional,Propinsi,,,
14103,,,,,,
14106,Kabupaten/Kota,Nasional,,Juara 1,,
14107,,,,,,
14108,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
14109,Nasional,Nasional,Nasional,,,
14110,,,,,,
14111,,,,,,
14112,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,Medali Perak
14113,Propinsi,Kabupaten/Kota,,Juara 1,,
14114,Propinsi,,,,,
14115,Internasional,Propinsi,,,Juara 2,
14117,,,,,,
14119,,,,,,
14121,,,,,,
14122,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Perak
14123,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,Juara 1,
14126,,,,,,
14127,Kabupaten/Kota,Kabupaten/Kota,Nasional,,Juara 1,
14128,,,,,,
14129,,,,,,
14131,,,,,,
14132,,,,,,
14133,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Perunggu
14135,,,,,,
14136,,,,,,
14137,,,,,,
14138,Nasional,Nasional,,,,
14139,Kabupaten/Kota,,,Juara 1,,
14140,Nasional,Nasional,Nasional,,Medali Emas,Juara 2
14141,Nasional,Nasional,Kabupaten/Kota,Juara 2,,
14143,,,,,,
14147,,,,,,
14149,Nasional,Nasional,,,,
14150,Kabupaten/Kota,,,,,
14152,,,,,,
14153,Kabupaten/Kota,,,,,
14156,Nasional,Nasional,,,Medali Perak,
14157,Kabupaten/Kota,,,Juara 2,,
14159,,,,,,
14160,,,,,,
14161,Nasional,Nasional,Nasional,Juara 3,,
14162,Nasional,Nasional,Propinsi,Medali Perak,Medali Emas,Juara 2
14163,,,,,,
14166,,,,,,
14167,Kabupaten/Kota,,,,,
14168,,,,,,
14169,,,,,,
14171,,,,,,
14172,Internasional,Nasional,Nasional,Medali Perak,Medali Perak,Medali Emas
14173,,,,,,
14175,Kabupaten/Kota,,,,,
14176,,,,,,
14177,Nasional,,,,,
14181,Kabupaten/Kota,,,,,
14182,,,,,,
14183,,,,,,
14184,,,,,,
14185,Nasional,Nasional,Kabupaten/Kota,,,
14191,,,,,,
14192,,,,,,
14193,Nasional,,,,,
14194,Internasional,,,Juara 3,,
14195,Nasional,Nasional,,,,
14196,,,,,,
14198,Kabupaten/Kota,,,,,
14199,Kabupaten/Kota,,,Juara 1,,
14200,,,,,,
14201,Kabupaten/Kota,,,,,
14202,Nasional,Nasional,Internasional,,,Medali Emas
14203,,,,,,
14205,Nasional,Nasional,Nasional,Medali Emas,,
14206,Nasional,Nasional,Nasional,,Medali Perunggu,Juara 2
14210,Nasional,,,Medali Perunggu,,
14212,Nasional,Nasional,,Medali Emas,Medali Perunggu,
14213,Nasional,Nasional,Kabupaten/Kota,Medali Perak,Medali Perak,Medali Perunggu
14215,,,,,,
14218,,,,,,
14224,,,,,,
14227,,,,,,
14230,,,,,,
14232,,,,,,
14234,,,,,,
14235,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,,
14237,Nasional,,,,,
14238,,,,,,
14239,Kabupaten/Kota,,,,,
14240,Nasional,Nasional,,Medali Emas,Juara 3,
14242,Kabupaten/Kota,,,Juara 1,,
14243,Kabupaten/Kota,Kabupaten/Kota,,,,
14245,Internasional,Internasional,Nasional,Medali Perak,Medali Perunggu,Juara 3
14246,Kabupaten/Kota,Kabupaten/Kota,,,Juara 2,
14247,Kabupaten/Kota,,,,,
14249,Kabupaten/Kota,,,Juara 2,,
14252,,,,,,
14254,,,,,,
14255,Kabupaten/Kota,Nasional,,Juara 3,,
14257,,,,,,
14258,,,,,,
14259,,,,,,
14260,,,,,,
14261,,,,,,
14263,Nasional,,,,,
14267,Nasional,Internasional,,Juara 3,,
14268,Nasional,Kabupaten/Kota,,,,
14271,,,,,,
14272,Nasional,Propinsi,Propinsi,,,
14274,Propinsi,,,,,
14275,,,,,,
14277,Nasional,,,,,
14279,,,,,,
14281,Internasional,Kabupaten/Kota,,,,
14282,Nasional,Propinsi,Nasional,Juara 2,,Medali Perak
14283,,,,,,
14284,,,,,,
14288,,,,,,
14289,,,,,,
14290,Kabupaten/Kota,Kabupaten/Kota,,,,
14291,Kabupaten/Kota,,,,,
14292,Kabupaten/Kota,,,Juara 2,,
14293,Nasional,Propinsi,,,,
14295,,,,,,
14296,Nasional,Nasional,Kabupaten/Kota,,,Juara 1
14298,,,,,,
14299,Propinsi,,,Juara 2,,
14300,Nasional,Nasional,Nasional,Medali Perunggu,Medali Perak,Medali Perunggu
14301,Nasional,,,Medali Emas,,
14302,,,,,,
14303,,,,,,
14307,Nasional,Propinsi,Nasional,Medali Perunggu,Medali Emas,Medali Perunggu
14311,Nasional,Kabupaten/Kota,,Juara 1,Juara 3,
14312,,,,,,
14313,,,,,,
14315,Kabupaten/Kota,,,,,
14316,Kabupaten/Kota,,,,,
14318,Nasional,,,,,
14321,,,,,,
14325,,,,,,
14326,,,,,,
14328,,,,,,
14332,,,,,,
14333,,,,,,
14334,,,,,,
14339,Kabupaten/Kota,Propinsi,Nasional,Juara 2,,
14340,,,,,,
14342,Nasional,,,Medali Perak,,
14343,Kabupaten/Kota,Kabupaten/Kota,Nasional,,Juara 2,
14344,,,,,,
14345,Nasional,Nasional,Nasional,,Medali Perak,Medali Emas
14346,,,,,,
14347,,,,,,
14349,,,,,,
14350,,,,,,
14352,,,,,,
14354,Kabupaten/Kota,Kabupaten/Kota,Nasional,,,
14358,,,,,,
14360,Nasional,Nasional,,Medali Emas,,
14362,Propinsi,Nasional,,,,
14363,Nasional,Propinsi,Propinsi,,Juara 2,
14365,,,,,,
14366,Propinsi,,,Juara 2,,
14367,Nasional,,,,,
14368,,,,,,
14369,,,,,,
14372,Nasional,Nasional,,,,
14374,,,,,,
14375,Kabupaten/Kota,Propinsi,,Juara 1,,
14376,Kabupaten/Kota,,,Juara 3,,
14377,,,,,,
14378,Nasional,Nasional,Propinsi,Medali Perak,Medali Perunggu,
14379,,,,,,
14380,Nasional,Nasional,Nasional,Medali Perak,Medali Perunggu,Medali Perunggu
14381,Nasional,Propinsi,Kabupaten/Kota,Medali Emas,,
14382,,,,,,
14383,,,,,,
14384,Nasional,Nasional,Nasional,Juara 3,Medali Emas,Medali Emas
14386,Nasional,Nasional,Nasional,,,
14387,Nasional,Nasional,Propinsi,Juara 3,Juara 2,
14391,,,,,,
14392,,,,,,
14393,Nasional,,,Juara 1,,
14394,,,,,,
14395,Kabupaten/Kota,,,Juara 1,,
14396,Nasional,Nasional,Nasional,,Medali Emas,Medali Emas
14398,,,,,,
14399,Nasional,Nasional,,,,
14400,Nasional,Nasional,Nasional,Medali Emas,,Medali Perak
14401,,,,,,
14402,Nasional,Kabupaten/Kota,,Medali Perunggu,,
14404,,,,,,
14406,,,,,,
14409,Nasional,Nasional,Propinsi,Medali Emas,Medali Perak,Medali Perunggu
14411,Internasional,,,,,
14412,Nasional,,,,,
14414,Nasional,Nasional,Nasional,,,
14415,,,,,,
14417,Nasional,,,Medali Perak,,
14418,,,,,,
14420,,,,,,
14421,Kabupaten/Kota,Propinsi,Kabupaten/Kota,Juara 1,Juara 1,Juara 1
14423,Propinsi,,,Juara 1,,
14424,Kabupaten/Kota,Nasional,,Juara 1,,
14425,,,,,,
14426,Nasional,,,,,
14427,,,,,,
14428,,,,,,
14429,,,,,,
14431,Nasional,,,,,
14432,Nasional,Propinsi,Kabupaten/Kota,,Juara 2,
14434,Internasional,Internasional,Kabupaten/Kota,Medali Emas,Medali Emas,Juara 1
14435,,,,,,
14436,,,,,,
14437,Nasional,Nasional,,,,
14439,,,,,,
14442,Nasional,Internasional,Internasional,Medali Perunggu,,
14443,,,,,,
14444,Propinsi,,,,,
14445,,,,,,
14448,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,
14449,,,,,,
14450,,,,,,
14451,,,,,,
14452,Nasional,,,,,
14453,,,,,,
14454,,,,,,
14455,,,,,,
14461,Nasional,Nasional,Nasional,Juara 3,,Medali Perak
14462,Kabupaten/Kota,,,,,
14463,Kabupaten/Kota,,,Juara 2,,
14467,,,,,,
14468,,,,,,
14469,,,,,,
14470,,,,,,
14471,,,,,,
14473,Nasional,,,Juara 3,,
14476,,,,,,
14477,,,,,,
14478,,,,,,
14479,,,,,,
14481,,,,,,
14484,Nasional,Nasional,,Medali Perak,Medali Perak,
14485,Kabupaten/Kota,Nasional,,,,
14487,,,,,,
14488,,,,,,
14489,Nasional,Nasional,,Medali Emas,Medali Emas,
14490,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
14493,Nasional,Nasional,Propinsi,,,
14494,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 1,
14496,,,,,,
14498,,,,,,
14499,Kabupaten/Kota,,,Juara 2,,
14502,,,,,,
14505,Nasional,Nasional,,,,
14506,Internasional,Nasional,Nasional,Juara 2,Juara 1,Juara 3
14507,Propinsi,,,Juara 2,,
14508,,,,,,
14509,,,,,,
14511,,,,,,
14512,,,,,,
14513,,,,,,
14514,,,,,,
14516,,,,,,
14517,Nasional,Nasional,Nasional,Juara 3,Juara 1,Juara 1
14518,,,,,,
14522,Propinsi,,,,,
14523,,,,,,
14524,,,,,,
14528,,,,,,
14529,,,,,,
14530,,,,,,
14531,,,,,,
14532,Kabupaten/Kota,,,,,
14533,Propinsi,,,,,
14535,Kabupaten/Kota,Nasional,,,,
14536,Nasional,Nasional,,Medali Perak,,
14537,Nasional,Internasional,,,,
14538,,,,,,
14541,Nasional,Nasional,,,,
14543,,,,,,
14545,Nasional,,,,,
14546,,,,,,
14547,,,,,,
14550,,,,,,
14551,Nasional,,,,,
14552,Propinsi,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 1,Juara 2
14553,Propinsi,,,Juara 3,,
14554,Nasional,Nasional,Kabupaten/Kota,Juara 1,,
14556,,,,,,
14559,,,,,,
14560,,,,,,
14561,Nasional,Nasional,,Medali Perunggu,,
14563,,,,,,
14566,Propinsi,,,,,
14568,Nasional,Nasional,Propinsi,,,Juara 1
14570,,,,,,
14573,,,,,,
14575,,,,,,
14577,Nasional,Nasional,Kabupaten/Kota,Juara 1,,
14578,Nasional,Kabupaten/Kota,Nasional,,,
14579,,,,,,
14585,Internasional,Kabupaten/Kota,,Juara 2,,
14586,,,,,,
14588,,,,,,
14590,Kabupaten/Kota,,,Juara 1,,
14591,Internasional,,,,,
14593,,,,,,
14594,,,,,,
14596,,,,,,
